soc_code,official_soc_title,cip_code,cip_title
29-1221,"Pediatricians, General",61.0123,Pediatrics/Psychology/Child-Adolescent Psychology Combined Specialty Program.
29-1221,"Pediatricians, General",61.1703,Pediatric Otolaryngology Fellowship Program.
29-1221,"Pediatricians, General",61.1901,Pediatrics Residency Program.
29-1221,"Pediatricians, General",61.1902,Adolescent Medicine Fellowship Program.
29-1221,"Pediatricians, General",61.1903,Child Abuse Pediatrics Fellowship Program.
29-1221,"Pediatricians, General",61.1904,Developmental-Behavioral Pediatrics Fellowship Program.
29-1221,"Pediatricians, General",61.1905,Neonatal-Perinatal Medicine Fellowship Program.
29-1221,"Pediatricians, General",61.1906,Pediatric Cardiology Fellowship Program.
29-1221,"Pediatricians, General",61.1907,Pediatric Critical Care Medicine Fellowship Program.
29-1221,"Pediatricians, General",61.1908,Pediatric Emergency Medicine Fellowship Program.
29-1221,"Pediatricians, General",61.1909,Pediatric Endocrinology Fellowship Program.
29-1221,"Pediatricians, General",61.1910,Pediatric Gastroenterology Fellowship Program.
29-1221,"Pediatricians, General",61.1911,Pediatric Hematology-Oncology Fellowship Program.
29-1221,"Pediatricians, General",61.1912,Pediatric Infectious Diseases Fellowship Program.
29-1221,"Pediatricians, General",61.1913,Pediatric Nephrology Fellowship Program.
29-1221,"Pediatricians, General",61.1914,Pediatric Pulmonology Fellowship Program.
29-1221,"Pediatricians, General",61.1915,Pediatric Rheumatology Fellowship Program.
29-1221,"Pediatricians, General",61.1917,Pediatric Transplant Hepatology Fellowship Program.
29-1221,"Pediatricians, General",61.1999,"Pediatrics Residency/Fellowship Programs, Other."
29-1221,"Pediatricians, General",61.2003,Pediatric Rehabilitation Medicine Fellowship Program.
29-1221,"Pediatricians, General",61.2609,Pediatric Radiology Fellowship Program.
29-1222,"Physicians, Pathologists",51.1201,Medicine.
29-1222,"Physicians, Pathologists",51.1202,Osteopathic Medicine/Osteopathy.
29-1222,"Physicians, Pathologists",61.0208,Medical Toxicology Fellowship Program.
29-1222,"Physicians, Pathologists",61.0502,Dermatopathology Fellowship Program.
29-1222,"Physicians, Pathologists",61.1801,Combined Anatomic and Clinical Pathology Residency Program.
29-1222,"Physicians, Pathologists",61.1802,Anatomic Pathology Residency Program.
29-1222,"Physicians, Pathologists",61.1803,Clinical Pathology Residency Program.
29-1222,"Physicians, Pathologists",61.1804,Blood Banking/Transfusion Medicine Fellowship Program.
29-1222,"Physicians, Pathologists",61.1805,Chemical Pathology Fellowship Program.
29-1222,"Physicians, Pathologists",61.1806,Cytopathology Fellowship Program.
29-1222,"Physicians, Pathologists",61.1807,Forensic Pathology Fellowship Program.
29-1222,"Physicians, Pathologists",61.1808,Hematological Pathology Fellowship Program.
29-1222,"Physicians, Pathologists",61.1809,Immunopathology Fellowship Program.
29-1222,"Physicians, Pathologists",61.1810,Laboratory Medicine Fellowship Program.
29-1222,"Physicians, Pathologists",61.1811,Medical Microbiology Fellowship Program.
29-1222,"Physicians, Pathologists",61.1812,Molecular Genetic Pathology Fellowship Program.
29-1222,"Physicians, Pathologists",61.1813,Neuropathology Fellowship Program.
29-1222,"Physicians, Pathologists",61.1814,Pediatric Pathology Fellowship Program.
29-1222,"Physicians, Pathologists",61.1815,Radioisotopic Pathology Fellowship Program.
29-1222,"Physicians, Pathologists",61.1899,"Pathology Residency/Fellowship Programs, Other."
29-1223,Psychiatrists,51.1201,Medicine.
29-1223,Psychiatrists,51.1202,Osteopathic Medicine/Osteopathy.
29-1223,Psychiatrists,61.0107,Family Medicine/Psychiatry Combined Specialty Program.
29-1223,Psychiatrists,61.0117,Internal Medicine/Psychiatry Combined Specialty Program.
29-1223,Psychiatrists,61.0123,Pediatrics/Psychology/Child-Adolescent Psychology Combined Specialty Program.
29-1223,Psychiatrists,61.0124,Psychiatry/Neurology Combined Specialty Program.
29-1223,Psychiatrists,61.2401,Psychiatry Residency Program.
29-1223,Psychiatrists,61.2402,Addiction Psychiatry Fellowship Program.
29-1223,Psychiatrists,61.2403,Child and Adolescent Psychiatry Fellowship Program.
29-1223,Psychiatrists,61.2404,Consultation-Liaison Psychiatry Fellowship Program.
29-1223,Psychiatrists,61.2405,Forensic Psychiatry Fellowship Program.
29-1223,Psychiatrists,61.2406,Geriatric Psychiatry Fellowship Program.
29-1223,Psychiatrists,61.2499,"Psychiatry Residency/Fellowship Programs, Other."
29-1224,Radiologists,51.1201,Medicine.
29-1224,Radiologists,51.1202,Osteopathic Medicine/Osteopathy.
29-1224,Radiologists,61.0102,Diagnostic Radiology/Nuclear Medicine Combined Specialty Program.
29-1224,Radiologists,61.1201,Nuclear Medicine Residency Program.
29-1224,Radiologists,61.1299,"Nuclear Medicine Residency/Fellowship Programs, Other."
29-1224,Radiologists,61.2501,Radiation Oncology Residency Program.
29-1224,Radiologists,61.2599,"Radiation Oncology Residency/Fellowship Programs, Other."
29-1224,Radiologists,61.2601,Diagnostic Radiology Residency Program.
29-1224,Radiologists,61.2602,Integrated Interventional Radiology Residency Program.
29-1224,Radiologists,61.2603,Abdominal Radiology Fellowship Program.
29-1224,Radiologists,61.2604,Diagnostic Radiologic Physics Residency Program.
29-1224,Radiologists,61.2605,Medical Nuclear Physics Residency Program.
29-1224,Radiologists,61.2606,Musculoskeletal Radiology Fellowship Program.
29-1224,Radiologists,61.2607,Neuroradiology Fellowship Program.
29-1224,Radiologists,61.2608,Nuclear Radiology Fellowship Program.
29-1224,Radiologists,61.2609,Pediatric Radiology Fellowship Program.
29-1224,Radiologists,61.2610,Radiologic Physics Residency Program.
29-1224,Radiologists,61.2611,Therapeutic Radiologic Physics Residency Program.
29-1224,Radiologists,61.2612,Vascular and Interventional Radiology Fellowship Program.
29-1224,Radiologists,61.2699,"Radiology Residency/Fellowship Programs, Other."
29-1229,"Physicians, All Other",51.1201,Medicine.
29-1229,"Physicians, All Other",51.1202,Osteopathic Medicine/Osteopathy.
29-1229,"Physicians, All Other",51.1403,Pain Management.
29-1229,"Physicians, All Other",61.0101,"Combined Medical Residency/Fellowship Program, General."
29-1229,"Physicians, All Other",61.0105,Family Medicine/Osteopathic Neuromusculoskeletal Medicine Combined Specialty Program.
29-1229,"Physicians, All Other",61.0106,Family Medicine/Preventive Medicine Combined Specialty Program.
29-1229,"Physicians, All Other",61.0113,Internal Medicine/Medical Genetics and Genomics Combined Specialty Program.
29-1229,"Physicians, All Other",61.0116,Internal Medicine/Preventive Medicine Combined Specialty Program.
29-1229,"Physicians, All Other",61.0118,Medical Genetics and Genomics/Maternal-Fetal Medicine Combined Specialty Program.
29-1229,"Physicians, All Other",61.0121,Pediatrics/Medical Genetics and Genomics Combined Specialty Program.
29-1229,"Physicians, All Other",61.0122,Pediatrics/Physical Medicine & Rehabilitation Combined Specialty Program.
29-1229,"Physicians, All Other",61.0125,Reproductive Endocrinology and Infertility/Medical Genetics and Genomics Combined Specialty Program.
29-1229,"Physicians, All Other",61.0199,"Combined Medical Residency/Fellowship Programs, Other."
29-1229,"Physicians, All Other",61.0203,Geriatric Medicine Fellowship Program.
29-1229,"Physicians, All Other",61.0205,Hospice and Palliative Medicine Fellowship Program.
29-1229,"Physicians, All Other",61.0206,Integrative Medicine Fellowship Program.
29-1229,"Physicians, All Other",61.0208,Medical Toxicology Fellowship Program.
29-1229,"Physicians, All Other",61.0209,Neuromuscular Medicine Fellowship Program.
29-1229,"Physicians, All Other",61.0210,Pain Medicine Fellowship Program.
29-1229,"Physicians, All Other",61.0212,Sleep Medicine Fellowship Program.
29-1229,"Physicians, All Other",61.0213,Sports Medicine Fellowship Program.
29-1229,"Physicians, All Other",61.0215,Telemedicine Fellowship Program.
29-1229,"Physicians, All Other",61.0216,Undersea and Hyperbaric Medicine Fellowship Program.
29-1229,"Physicians, All Other",61.0218,Women's Health Fellowship Program.
29-1229,"Physicians, All Other",61.0299,"Multiple-Pathway Medical Fellowship Programs, Other."
29-1229,"Physicians, All Other",61.0301,Allergy and Immunology Fellowship Program.
29-1229,"Physicians, All Other",61.0399,"Allergy and Immunology Residency/Fellowship Programs, Other."
29-1229,"Physicians, All Other",61.0806,"Endocrinology, Diabetes, and Metabolism Fellowship Program."
29-1229,"Physicians, All Other",61.0807,Gastroenterology Fellowship Program.
29-1229,"Physicians, All Other",61.0808,Hematology Fellowship Program.
29-1229,"Physicians, All Other",61.0809,Hematology-Oncology Fellowship Program.
29-1229,"Physicians, All Other",61.0810,Infectious Disease Fellowship Program.
29-1229,"Physicians, All Other",61.0812,Nephrology Fellowship Program.
29-1229,"Physicians, All Other",61.0813,Medical Oncology Fellowship Program.
29-1229,"Physicians, All Other",61.0814,Pulmonary Disease Fellowship Program.
29-1229,"Physicians, All Other",61.0816,Rheumatology Fellowship Program.
29-1229,"Physicians, All Other",61.0818,Transplant Hepatology Fellowship Program.
29-1229,"Physicians, All Other",61.0899,"Internal Medicine Residency/Fellowship Programs, Other."
29-1229,"Physicians, All Other",61.0901,Clinical Biochemical Genetics Residency Program.
29-1229,"Physicians, All Other",61.0902,Clinical Genetics and Genomics Residency Program.
29-1229,"Physicians, All Other",61.0903,Laboratory Genetics and Genomics Residency Program.
29-1229,"Physicians, All Other",61.0904,Medical Biochemical Genetics Residency Program.
29-1229,"Physicians, All Other",61.0999,"Medical Genetics and Genomics Residency/Fellowship Programs, Other."
29-1229,"Physicians, All Other",61.1304,Reproductive Endocrinology/Infertility Fellowship Program.
29-1229,"Physicians, All Other",61.1502,Musculoskeletal Oncology Fellowship Program.
29-1229,"Physicians, All Other",61.1503,Orthopedic Sports Medicine Fellowship Program.
29-1229,"Physicians, All Other",61.1601,Osteopathic Neuromusculoskeletal Medicine Residency Program.
29-1229,"Physicians, All Other",61.1699,"Osteopathic Medicine Residency/Fellowship Programs, Other."
29-1229,"Physicians, All Other",61.1701,Otolaryngology Residency Program.
29-1229,"Physicians, All Other",61.1702,Neurotology Fellowship Program.
29-1229,"Physicians, All Other",61.1799,"Otolaryngology Residency/Fellowship Programs, Other."
29-1229,"Physicians, All Other",61.1804,Blood Banking/Transfusion Medicine Fellowship Program.
29-1229,"Physicians, All Other",61.1902,Adolescent Medicine Fellowship Program.
29-1229,"Physicians, All Other",61.2001,Physical Medicine and Rehabilitation Residency Program.
29-1229,"Physicians, All Other",61.2002,Spinal Cord Injury Medicine Fellowship Program.
29-1229,"Physicians, All Other",61.2099,"Physical Medicine and Rehabilitation Residency/Fellowship Programs, Other."
29-1229,"Physicians, All Other",61.2301,Public Health and General Preventive Medicine Residency Program.
29-1229,"Physicians, All Other",61.2302,Aerospace Medicine Residency Program.
29-1229,"Physicians, All Other",61.2303,Occupational Medicine Residency Program.
29-1229,"Physicians, All Other",61.2399,"Preventive Medicine Residency/Fellowship Programs, Other."
29-1229,"Physicians, All Other",61.2501,Radiation Oncology Residency Program.
29-1229,"Physicians, All Other",61.2599,"Radiation Oncology Residency/Fellowship Programs, Other."
29-1229,"Physicians, All Other",61.9999,"Medical Residency/Fellowship Programs, Other."
29-1241,"Ophthalmologists, Except Pediatric",51.1201,Medicine.
29-1241,"Ophthalmologists, Except Pediatric",51.1202,Osteopathic Medicine/Osteopathy.
29-1241,"Ophthalmologists, Except Pediatric",61.1401,Ophthalmology Residency Program.
29-1241,"Ophthalmologists, Except Pediatric",61.1499,"Ophthalmology Residency/Fellowship Programs, Other."
29-1242,"Orthopedic Surgeons, Except Pediatric",51.1201,Medicine.
29-1242,"Orthopedic Surgeons, Except Pediatric",51.1202,Osteopathic Medicine/Osteopathy.
29-1242,"Orthopedic Surgeons, Except Pediatric",61.0214,Surgery of the Hand Fellowship Program.
29-1242,"Orthopedic Surgeons, Except Pediatric",61.1501,Orthopedic Surgery Residency Program.
29-1242,"Orthopedic Surgeons, Except Pediatric",61.1504,Orthopedic Surgery of the Spine Fellowship Program.
29-1242,"Orthopedic Surgeons, Except Pediatric",61.1599,"Orthopedic Surgery Residency/Fellowship Programs, Other."
29-1243,Pediatric Surgeons,51.1201,Medicine.
29-1243,Pediatric Surgeons,51.1202,Osteopathic Medicine/Osteopathy.
29-1243,Pediatric Surgeons,61.1501,Orthopedic Surgery Residency Program.
29-1243,Pediatric Surgeons,61.1504,Orthopedic Surgery of the Spine Fellowship Program.
29-1243,Pediatric Surgeons,61.1505,Pediatric Orthopedics Fellowship Program.
29-1243,Pediatric Surgeons,61.1703,Pediatric Otolaryngology Fellowship Program.
29-1243,Pediatric Surgeons,61.2101,Plastic Surgery Residency Program.
29-1243,Pediatric Surgeons,61.2102,Integrated Plastic Surgery Residency Program.
29-1243,Pediatric Surgeons,61.2103,Plastic Surgery Within the Head and Neck Fellowship Program.
29-1243,Pediatric Surgeons,61.2199,"Plastic Surgery Residency/Fellowship Programs, Other."
29-1243,Pediatric Surgeons,61.2704,Congenital Cardiac Surgery Fellowship Program.
29-1243,Pediatric Surgeons,61.2705,Pediatric Surgery Fellowship Program.
29-1243,Pediatric Surgeons,61.2802,Pediatric Urology Fellowship Program.
29-1249,"Surgeons, All Other",51.1201,Medicine.
29-1249,"Surgeons, All Other",51.1202,Osteopathic Medicine/Osteopathy.
29-1249,"Surgeons, All Other",61.0101,"Combined Medical Residency/Fellowship Program, General."
29-1249,"Surgeons, All Other",61.0199,"Combined Medical Residency/Fellowship Programs, Other."
29-1249,"Surgeons, All Other",61.0299,"Multiple-Pathway Medical Fellowship Programs, Other."
29-1249,"Surgeons, All Other",61.1001,Neurological Surgery Residency Program.
29-1249,"Surgeons, All Other",61.1099,"Neurological Surgery Residency/Fellowship Programs, Other."
29-1249,"Surgeons, All Other",61.1701,Otolaryngology Residency Program.
29-1249,"Surgeons, All Other",61.1702,Neurotology Fellowship Program.
29-1249,"Surgeons, All Other",61.1799,"Otolaryngology Residency/Fellowship Programs, Other."
29-1249,"Surgeons, All Other",61.2101,Plastic Surgery Residency Program.
29-1249,"Surgeons, All Other",61.2102,Integrated Plastic Surgery Residency Program.
29-1249,"Surgeons, All Other",61.2103,Plastic Surgery Within the Head and Neck Fellowship Program.
29-1249,"Surgeons, All Other",61.2199,"Plastic Surgery Residency/Fellowship Programs, Other."
29-1249,"Surgeons, All Other",61.2701,General Surgery Residency Program.
29-1249,"Surgeons, All Other",61.2702,Colon and Rectal Surgery Residency Program.
29-1249,"Surgeons, All Other",61.2703,Complex General Surgical Oncology Fellowship Program.
29-1249,"Surgeons, All Other",61.2704,Congenital Cardiac Surgery Fellowship Program.
29-1249,"Surgeons, All Other",61.2706,Surgical Critical Care Fellowship Program.
29-1249,"Surgeons, All Other",61.2707,Thoracic Surgery Fellowship Program.
29-1249,"Surgeons, All Other",61.2708,Vascular Surgery Fellowship Program.
29-1249,"Surgeons, All Other",61.2799,"Surgery Residency/Fellowship Programs, Other."
29-1249,"Surgeons, All Other",61.2801,Urology Residency Program.
29-1249,"Surgeons, All Other",61.2899,"Urology Residency/Fellowship Programs, Other."
29-1249,"Surgeons, All Other",61.9999,"Medical Residency/Fellowship Programs, Other."
29-1291,Acupuncturists,51.3301,Acupuncture and Oriental Medicine.
29-1292,Dental Hygienists,51.0602,Dental Hygiene/Hygienist.
29-2011,Medical and Clinical Laboratory Technologists,26.0401,Cell/Cellular Biology and Histology.
29-2011,Medical and Clinical Laboratory Technologists,51.1002,Cytotechnology/Cytotechnologist.
29-2011,Medical and Clinical Laboratory Technologists,51.1005,Clinical Laboratory Science/Medical Technology/Technologist.
